,passenger_count,distances,trip_duration
212322,6,13485,1771
212323,3,3288,422
212324,1,19906,2283
212325,4,1898,736
212326,1,1528,208
212327,1,1466,592
212328,1,3529,1394
212329,4,2205,348
212330,1,429,91
212331,1,1852,390
212332,1,1639,1581
212333,2,17213,2227
212334,1,1401,397
212335,1,1894,614
212336,2,8636,1626
212337,2,5615,1097
212338,1,8835,1468
212339,2,2294,488
212340,1,1209,408
212341,1,956,235
212342,1,1211,967
212343,1,1773,556
212344,1,6646,964
212345,1,2189,1008
212346,6,5727,836
212347,1,2591,1421
212348,1,838,379
212349,1,2309,1096
212350,1,962,343
212351,1,2536,478
212352,1,1289,258
212353,2,1070,290
212354,1,2801,1124
212355,1,2856,511
212356,1,10078,2434
212357,1,3555,596
212358,1,2093,411
212359,2,1178,511
212360,2,2481,1496
212361,1,3280,2963
212362,1,5504,1218
212363,4,1281,355
212364,4,3232,1055
212365,1,3758,741
212366,1,1530,436
212367,1,941,782
212368,5,1451,395
212369,2,357,229
212370,3,6163,1121
212371,1,2143,698
212372,2,4691,1204
212373,1,8745,1364
212374,1,3954,1096
212375,1,1796,603
212376,1,1744,945
212377,2,1004,259
212378,1,1772,406
212379,1,13867,1655
212380,1,2200,849
212381,2,2650,644
212382,1,1810,755
212383,1,1658,535
212384,6,5033,1696
212385,1,2803,606
212386,1,19055,2474
212387,1,4939,800
212388,1,3961,1037
212389,1,1473,381
212390,1,20498,3996
212391,1,13404,1873
212392,1,6829,1054
212393,6,1132,835
212394,1,3063,533
212395,5,830,602
212396,1,1139,471
212397,1,6629,1625
212398,2,1291,518
212399,2,1456,1380
212400,1,4923,1406
212401,1,544,222
212402,2,1485,482
212403,3,989,394
212404,2,2172,683
212405,4,169,43
212406,2,3070,1057
212407,1,1435,457
212408,1,732,767
212409,1,2248,847
212410,3,4686,1253
212411,1,3886,841
212412,2,1955,827
212413,1,2228,697
212414,1,2600,591
212415,1,12398,2357
212416,1,989,429
212417,2,17020,1704
212418,4,5914,1763
212419,1,3119,626
212420,2,489,300
212421,1,348,218
212422,1,1315,138
212423,1,5273,1680
212424,1,6737,1088
212425,1,26,112
212426,1,2053,401
212427,1,652,282
212428,1,2452,774
212429,1,3013,775
212430,1,489,462
212431,5,2600,2479
212432,1,6469,1215
212433,1,1182,480
212434,2,4593,906
212435,5,2118,725
212436,1,1143,480
212437,1,2341,598
212438,1,890,392
212439,1,1491,370
212440,2,1962,664
212441,6,2058,703
212442,2,1157,168
212443,1,4639,776
212444,1,5188,678
212445,1,2686,872
212446,1,9475,1218
212447,1,4009,452
212448,1,2347,849
212449,1,1354,410
212450,1,2476,656
212451,1,2569,632
212452,1,426,425
212453,2,5415,1546
212454,1,362,115
212455,3,9466,1476
212456,1,1864,368
212457,1,1303,670
212458,1,2219,993
212459,1,3345,1189
212460,6,504,149
212461,1,1281,287
212462,1,1041,393
212463,1,3302,1544
212464,1,2469,1118
212465,5,3719,837
212466,2,20595,2135
212467,2,4590,904
212468,1,10307,3615
212469,1,1961,1288
212470,1,2186,791
212471,5,2280,417
212472,1,1106,757
212473,1,2759,545
212474,1,559,166
212475,1,2684,562
212476,2,6009,1009
212477,1,940,291
212478,1,8321,2403
212479,1,1401,435
212480,1,2151,1055
212481,1,7081,1755
212482,2,1425,207
212483,2,2287,500
212484,1,2755,798
212485,1,2256,714
212486,1,1609,549
212487,1,831,195
212488,1,1319,257
212489,1,1199,914
212490,5,4701,1688
212491,1,1630,1365
212492,1,3507,1050
212493,1,1066,167
212494,1,2591,1037
212495,1,366,110
212496,1,1479,184
212497,1,5901,1057
212498,2,301,236
212499,1,17,1008
212500,1,1512,363
212501,2,2189,530
212502,1,698,273
212503,1,1010,390
212504,1,834,541
212505,5,2721,913
212506,1,8774,2015
212507,1,3033,947
212508,1,1040,152
212509,1,2762,1300
212510,2,1150,412
212511,1,1281,431
212512,6,8577,2235
212513,3,1207,305
212514,1,931,505
212515,1,2236,441
212516,1,1634,224
212517,1,2356,321
212518,1,1282,1132
212519,1,1046,547
212520,1,1372,515
212521,1,485,221
212522,1,1157,455
212523,1,2930,789
212524,2,2499,1147
212525,1,1367,575
212526,2,7221,1244
212527,2,5046,1105
212528,4,2954,630
212529,2,21078,6625
212530,1,5538,2268
212531,5,944,924
212532,2,11160,1865
212533,1,938,320
212534,3,6200,1567
212535,1,354,107
212536,5,1044,451
212537,1,1296,301
212538,1,2033,847
212539,1,1059,324
212540,1,2788,1384
212541,2,3496,1482
212542,2,636,120
212543,1,6442,980
212544,2,4870,1757
212545,1,1687,361
212546,3,1673,444
212547,1,4103,900
212548,2,1699,604
212549,1,1533,528
212550,2,1416,440
212551,1,1285,323
212552,2,1328,86314
212553,1,997,396
212554,1,1399,750
212555,1,2911,908
212556,3,4875,963
212557,1,9590,1720
212558,6,4330,1431
212559,5,1418,459
212560,1,2027,618
212561,2,3610,970
212562,1,1503,453
212563,1,979,642
212564,1,17639,1546
212565,1,1697,902
212566,1,8367,1526
212567,1,2809,1134
212568,1,156,54
212569,1,19467,2066
212570,1,4794,1574
212571,1,1022,277
212572,1,2875,1062
212573,1,1465,1014
212574,4,3082,649
212575,1,3457,475
212576,3,1547,444
212577,2,1470,359
212578,1,9391,1406
212579,1,2276,494
212580,1,1973,442
212581,2,522,149
212582,2,1304,376
212583,2,4525,954
212584,1,2303,895
212585,1,18317,1154
212586,3,4762,1201
212587,5,2451,1273
212588,2,2786,1041
212589,5,6464,1061
212590,2,2723,1487
212591,1,1508,649
212592,1,776,330
212593,4,1838,863
212594,5,5139,1180
212595,1,1362,375
212596,1,835,222
212597,2,2291,863
212598,1,11072,1429
212599,1,9932,1092
212600,1,1140,346
212601,1,4421,853
212602,1,1147,447
212603,1,2677,430
212604,1,21234,1515
212605,1,10187,1709
212606,1,4190,1497
212607,1,1385,848
212608,1,4901,1649
212609,1,1823,604
212610,1,82,2724
212611,1,1313,543
212612,1,991,403
212613,1,1541,556
212614,1,667,310
212615,3,1000,201
212616,2,3173,944
212617,4,898,309
212618,2,20224,3694
212619,1,4953,1129
212620,1,4160,1272
212621,2,776,391
212622,1,2995,500
212623,1,853,314
212624,5,7547,982
212625,1,11459,810
212626,1,11361,1861
212627,1,2433,1101
212628,1,617,240
212629,1,4505,957
212630,1,1210,939
212631,1,2183,537
212632,1,21554,2204
212633,1,1501,341
212634,2,1487,220
212635,1,30919,2907
212636,1,2777,416
212637,4,7181,1440
212638,1,4514,705
212639,1,2619,785
212640,1,3874,709
212641,3,1479,383
212642,1,1435,1059
212643,1,538,139
212644,1,5696,2111
212645,1,1177,206
212646,2,3427,548
212647,6,2088,794
212648,1,1013,89
212649,1,1660,596
212650,1,20923,4751
212651,5,8880,950
212652,6,941,280
212653,1,377,239
212654,2,4782,1451
212655,2,1096,181
212656,2,3497,634
212657,1,835,213
212658,1,2116,564
212659,2,4292,887
212660,2,1710,685
212661,1,1381,195
212662,1,1081,1116
212663,1,2625,1066
212664,1,2075,764
212665,1,1609,441
212666,1,2649,1041
212667,2,1504,308
212668,1,5319,1527
212669,5,2585,897
212670,1,1952,849
212671,1,2625,902
212672,1,650,137
212673,1,2781,1175
212674,1,1954,756
212675,2,581,192
212676,2,3513,750
212677,1,5704,975
212678,1,636,227
212679,1,2067,661
212680,6,6326,1032
212681,1,1723,759
212682,5,636,128
212683,1,1834,468
212684,1,4211,828
212685,1,2858,493
212686,1,2921,669
212687,6,7519,1598
212688,1,1542,180
212689,1,1627,1283
212690,1,2531,854
212691,1,1266,378
212692,3,8274,1209
212693,2,5388,951
212694,1,874,329
212695,1,1293,456
212696,1,1322,570
212697,1,2580,1389
212698,2,23846,1871
212699,2,3743,1557
212700,1,2923,819
212701,1,2038,589
212702,2,1219,391
212703,1,5264,3281
212704,1,6303,2657
212705,2,21334,2682
212706,1,3921,826
212707,5,2208,890
212708,1,636,169
212709,2,1491,814
212710,1,1320,473
212711,2,2545,660
212712,1,1978,704
212713,1,1677,439
212714,3,910,361
212715,1,10859,997
212716,1,3754,912
212717,2,950,294
212718,1,3893,974
212719,1,5938,1096
212720,1,2200,905
212721,1,7326,1439
212722,1,3463,757
212723,1,612,469
212724,1,4299,810
212725,5,4814,775
212726,5,1102,173
212727,1,2757,1044
212728,1,1686,689
212729,1,1903,331
212730,2,1199,598
212731,1,4057,1559
212732,2,6990,1307
212733,5,632,378
212734,1,923,598
212735,1,1367,402
212736,1,1634,903
212737,1,1684,392
212738,2,676,581
212739,2,1753,761
212740,4,1918,228
212741,1,1772,869
212742,1,1610,346
212743,1,2326,310
212744,1,459,248
212745,3,2113,774
212746,1,2100,562
212747,5,1336,315
212748,1,1702,662
212749,3,20283,1717
212750,1,3511,719
212751,2,1156,455
212752,6,507,98
212753,1,2271,990
212754,1,722,486
212755,1,878,158
212756,1,644,70
212757,2,690,197
212758,1,1147,532
212759,1,13625,2144
212760,1,539,379
212761,1,1998,619
212762,1,1666,289
212763,1,2714,627
212764,1,6311,1634
212765,1,1469,499
212766,2,1878,892
212767,2,2453,676
212768,1,2466,254
212769,2,1296,543
212770,5,11498,1074
212771,1,2046,672
212772,6,2200,994
212773,1,896,284
212774,1,5254,1148
212775,2,1926,646
212776,1,2893,862
212777,1,3714,566
212778,1,7745,953
212779,3,2068,727
212780,2,0,659
212781,1,1913,292
212782,1,960,219
212783,1,3437,815
212784,1,3802,1003
212785,1,2759,561
212786,1,1999,487
212787,1,1710,386
212788,1,5866,819
212789,1,20343,2009
212790,1,9185,2052
212791,1,2323,644
212792,1,4606,1123
212793,1,4454,1083
212794,5,1233,264
212795,1,1008,371
212796,1,1097,375
212797,1,2397,530
212798,1,493,88
212799,1,1321,378
212800,1,2560,742
212801,2,20158,3102
212802,1,3077,708
212803,2,4324,968
212804,1,2718,987
212805,1,4021,1221
212806,1,1467,423
212807,1,661,660
212808,2,1119,570
212809,1,2751,934
212810,6,599,341
212811,6,9106,2119
212812,1,367,187
212813,1,861,233
212814,1,984,320
212815,1,1625,335
212816,1,6901,1886
212817,1,1642,224
212818,1,7090,1627
212819,1,2939,884
212820,3,2076,539
212821,4,1185,287
212822,2,17563,2582
212823,1,1081,338
212824,1,3178,1071
212825,1,9845,1406
212826,1,2248,640
212827,3,1256,424
212828,1,2286,504
212829,1,20763,2053
212830,1,630,202
212831,6,2233,581
212832,1,2721,749
212833,1,4975,2547
212834,2,1895,800
212835,1,3341,805
212836,1,5959,1385
212837,1,2184,548
212838,1,1303,443
212839,5,2921,663
212840,1,774,766
212841,3,2353,1202
212842,1,1468,679
212843,1,3409,657
212844,1,2843,670
212845,1,1504,1380
212846,1,1936,601
212847,3,856,217
212848,2,2925,706
212849,2,4840,1621
212850,1,2011,552
212851,1,1429,443
212852,1,2656,978
212853,1,3683,445
212854,1,3396,799
212855,1,2608,612
212856,1,4081,1549
212857,1,1421,489
212858,1,1296,671
212859,2,7415,1337
212860,1,2412,885
212861,1,1799,663
212862,1,5358,756
212863,1,3668,464
212864,1,20940,2251
212865,1,3291,289
212866,1,2170,769
212867,1,5176,1052
212868,1,5268,2136
212869,1,3442,1094
212870,1,5065,3014
212871,1,3378,1034
212872,1,1884,454
212873,1,14243,1658
212874,1,2806,468
212875,1,2318,579
212876,1,3399,957
212877,1,2391,1210
212878,1,1198,480
212879,1,2033,272
212880,6,3864,1443
212881,2,772,427
212882,1,2284,808
212883,5,1980,1144
212884,1,9750,1728
212885,6,775,145
212886,1,2606,1091
212887,1,951,519
212888,1,9992,1425
212889,1,4504,1249
212890,1,1,7
212891,3,1211,415
212892,2,2458,1112
212893,2,1394,368
212894,1,892,224
212895,1,2329,485
212896,1,2277,883
212897,1,799,256
212898,2,1829,422
212899,1,1501,589
212900,1,1723,542
212901,2,9831,1604
212902,3,6645,884
212903,1,2879,531
212904,1,2410,699
212905,1,913,131
212906,1,2384,509
212907,1,1547,576
212908,1,1786,524
212909,1,2767,429
212910,2,1541,301
212911,1,1781,366
212912,1,694,395
212913,1,2823,1017
212914,1,1544,600
212915,1,4885,1097
212916,1,3791,1309
212917,1,2309,719
212918,1,1781,227
212919,2,478,183
212920,1,773,750
212921,1,2087,538
212922,1,1894,1329
212923,1,342,130
212924,5,5133,1300
212925,1,1248,468
212926,1,1168,479
212927,1,1659,732
212928,1,1685,682
212929,1,10733,2049
212930,2,2807,656
212931,2,3604,1174
212932,1,1555,486
212933,1,2037,511
212934,1,3022,935
212935,1,642,127
212936,1,4646,1046
212937,1,1474,514
212938,1,1556,503
212939,1,1735,717
212940,1,2882,458
212941,3,3183,840
212942,1,608,354
212943,1,474,182
212944,1,744,698
212945,1,1306,555
212946,1,2725,804
212947,1,773,222
212948,1,839,990
212949,6,5857,1491
212950,1,1436,377
212951,1,1946,935
212952,1,1068,362
212953,2,9128,2727
212954,1,876,355
212955,1,3031,976
212956,1,4492,1683
212957,1,616,269
212958,3,1304,733
212959,6,5003,1096
212960,1,3098,657
212961,1,1481,416
212962,1,1891,773
212963,1,599,110
212964,1,993,243
212965,1,1226,511
212966,1,622,255
212967,1,3152,586
212968,2,1510,405
212969,1,3726,1384
212970,1,4508,1811
212971,2,4211,886
212972,1,2124,606
212973,5,638,572
212974,1,2221,668
212975,3,3319,622
212976,2,2479,747
212977,1,2171,784
212978,5,1084,882
212979,2,2305,465
212980,1,2755,778
212981,2,620,299
212982,1,6759,1256
212983,1,575,397
212984,6,579,181
212985,6,21048,3384
212986,1,2599,758
212987,2,1635,803
212988,1,11549,867
212989,1,806,220
212990,2,2875,570
212991,4,3162,998
212992,1,626,119
212993,6,1179,451
212994,1,1963,779
212995,2,1088,524
212996,1,2759,1334
212997,3,494,70
212998,1,1510,470
212999,2,7307,1579
213000,2,3797,1350
213001,1,4097,1001
213002,1,0,776
213003,1,2590,816
213004,1,193,157
213005,2,1028,145
213006,1,473,317
213007,2,10074,2052
213008,1,1411,948
213009,1,912,205
213010,1,1948,326
213011,5,802,294
213012,1,2140,628
213013,1,696,168
213014,1,933,490
213015,1,4215,1436
213016,1,2570,696
213017,1,1325,390
213018,1,2453,251
213019,1,2000,816
213020,1,3892,672
213021,1,1457,546
213022,1,2292,844
213023,1,10926,3052
213024,1,2273,388
213025,4,1929,427
213026,1,1875,878
213027,2,771,231
213028,5,7700,1182
213029,1,1664,681
213030,2,1447,332
213031,1,734,453
213032,1,3910,827
213033,1,1220,276
213034,1,1421,535
213035,1,1375,269
213036,1,994,218
213037,5,2154,474
213038,1,3609,1033
213039,1,4334,839
213040,2,1937,446
213041,1,1365,228
213042,1,3271,608
213043,1,894,275
213044,1,1439,307
213045,1,984,523
213046,1,5160,1223
213047,1,1156,197
213048,1,1496,671
213049,1,2488,716
213050,1,6427,2232
213051,4,4130,1219
213052,1,1141,462
213053,5,9617,1590
213054,1,1933,472
213055,1,1353,378
213056,2,3496,509
213057,1,10068,986
213058,4,3236,1535
213059,6,993,563
213060,1,2787,939
213061,2,1108,347
213062,1,2080,291
213063,6,2226,731
213064,2,5748,1978
213065,2,1966,268
213066,2,1708,691
213067,1,2697,607
213068,5,964,391
213069,1,1210,332
213070,3,1951,488
213071,1,2202,1880
213072,1,1327,345
213073,1,3964,1721
213074,1,1059,526
213075,1,4242,1232
213076,1,1455,1228
213077,1,3711,680
213078,5,3703,358
213079,1,4186,912
213080,2,387,141
213081,1,21059,2171
213082,1,1114,178
213083,2,3213,539
213084,1,1379,1341
213085,1,425,88
213086,2,1704,294
213087,2,10172,992
213088,3,5779,2304
213089,1,3621,651
213090,1,2225,1067
213091,1,9586,1975
213092,1,2715,630
213093,1,1348,253
213094,2,2372,930
213095,1,2601,545
213096,1,7945,912
213097,1,1349,318
213098,4,1074,395
213099,5,2681,822
213100,1,792,310
213101,1,7375,2165
213102,1,8963,1665
213103,1,1961,685
213104,1,1892,359
213105,1,2273,704
213106,3,553,345
213107,1,712,134
213108,6,1513,139
213109,1,959,1346
213110,2,21216,2313
213111,1,1321,532
213112,1,3024,1300
213113,1,1068,236
213114,2,6427,1553
213115,1,1182,716
213116,1,973,437
213117,1,1388,290
213118,1,4938,1100
213119,6,923,659
213120,2,685,393
213121,1,1595,208
213122,1,1068,184
213123,1,2452,444
213124,2,549,200
213125,1,10845,970
213126,1,2779,925
213127,2,979,340
213128,1,1650,757
213129,1,3916,1142
213130,1,1992,443
213131,1,0,33
213132,1,4328,848
213133,1,0,25
213134,5,795,1906
213135,1,9410,2201
213136,1,10910,1220
213137,1,1074,573
213138,1,4037,834
213139,1,1826,659
213140,1,3638,923
213141,1,2910,303
213142,2,5317,1162
213143,2,1567,791
213144,1,2082,806
213145,5,2538,1069
213146,1,1250,201
213147,5,754,690
213148,1,1511,770
213149,1,3637,919
213150,1,3219,958
213151,3,2945,930
213152,1,3563,1178
213153,2,2459,641
213154,3,878,505
213155,6,1737,557
213156,1,1969,1316
213157,1,2277,400
213158,1,881,349
213159,1,2087,596
213160,2,797,357
213161,1,854,567
213162,1,2058,1044
213163,2,1925,653
213164,1,467,1432
213165,1,3202,751
213166,1,4401,712
213167,6,235,258
213168,5,879,594
213169,1,2587,783
213170,1,2088,1019
213171,1,870,164
213172,1,746,399
213173,1,2002,861
213174,1,453,239
213175,1,3209,494
213176,1,2058,480
213177,1,1103,1382
213178,1,7499,1253
213179,5,2708,577
213180,1,871,198
213181,1,2936,579
213182,6,10185,1687
213183,1,4595,914
213184,1,8843,1472
213185,2,4813,2023
213186,3,10822,1241
213187,1,5696,1219
213188,1,6460,1087
213189,1,3996,1370
213190,1,862,541
213191,1,2201,654
213192,1,4725,645
213193,1,3551,929
213194,2,1690,446
213195,5,1227,337
213196,1,1548,520
213197,1,371,262
213198,1,8499,1000
213199,1,10254,1541
213200,1,20071,2487
213201,3,3715,530
213202,1,1847,1742
213203,1,10463,1106
213204,1,2841,774
213205,2,1039,319
213206,1,1513,463
213207,1,2001,578
213208,3,3145,833
213209,5,1920,343
213210,2,2369,895
213211,1,6042,1618
213212,1,2893,969
213213,1,1393,924
213214,1,2661,844
213215,1,6168,961
213216,1,2273,665
213217,2,1107,325
213218,1,1258,391
213219,2,3113,591
213220,2,13652,2535
213221,1,2510,432
213222,1,1019,98
213223,2,544,263
213224,2,8186,1734
213225,1,670,392
213226,1,3019,1108
213227,5,1415,515
213228,3,658,229
213229,1,564,284
213230,2,1186,326
213231,1,958,184
213232,1,2437,539
213233,1,1486,772
213234,1,793,178
213235,1,2438,569
213236,3,3893,936
213237,1,6299,1545
213238,1,4100,951
213239,1,1139,430
213240,1,969,240
213241,1,1677,765
213242,5,1331,199
213243,1,1237,302
213244,1,2993,641
213245,6,2851,652
213246,1,4334,430
213247,2,5272,2390
213248,1,1752,420
213249,1,11506,1614
213250,5,1590,619
213251,1,3400,1357
213252,2,1919,753
213253,1,1668,401
213254,1,1979,842
213255,1,1528,958
213256,1,1680,859
213257,1,1433,506
213258,1,1222,466
213259,1,651,230
213260,1,2245,1752
213261,1,1954,554
213262,1,17311,4252
213263,2,2121,1242
213264,1,1286,731
213265,6,5105,1215
213266,3,8065,1187
213267,1,0,11
213268,1,1717,327
213269,2,814,317
213270,1,1195,355
213271,1,1786,243
213272,1,966,130
213273,1,893,151
213274,2,2686,1365
213275,1,1455,145
213276,1,1791,443
213277,1,2729,1813
213278,5,8892,901
213279,1,20090,1536
213280,5,1739,401
213281,1,816,189
213282,3,2759,681
213283,1,1706,580
213284,1,941,506
213285,1,1395,325
213286,1,1263,861
213287,1,7350,1363
213288,1,2502,1199
213289,1,390,232
213290,1,9524,1444
213291,1,2903,1306
213292,6,1168,549
213293,1,1365,700
213294,1,6288,1075
213295,1,2571,999
213296,5,1773,234
213297,1,1660,493
213298,1,4309,2833
213299,3,3202,1074
213300,1,1609,973
213301,2,12401,1520
213302,1,355,268
213303,1,2796,1178
213304,1,8835,2163
213305,2,2433,1063
213306,1,5582,904
213307,1,896,308
213308,1,930,152
213309,1,2048,332
213310,1,852,259
213311,1,2244,1354
213312,1,3609,1080
213313,1,3294,752
213314,2,1460,703
213315,2,9952,1621
213316,2,1068,364
213317,1,1415,388
213318,5,1315,360
213319,2,1333,344
213320,1,1139,757
213321,2,1000,457
213322,1,1852,509
213323,1,1845,691
213324,1,1062,669
213325,5,5234,1421
213326,2,635,171
213327,1,12688,1162
213328,1,2142,748
213329,1,648,391
213330,1,8067,1282
213331,1,20055,2579
213332,5,3012,638
213333,5,2074,1082
213334,1,3373,827
213335,1,5815,1256
213336,1,8909,1971
213337,1,1967,1381
213338,1,6122,1396
213339,2,8423,1643
213340,1,6779,956
213341,2,2197,1107
213342,1,2608,313
213343,1,1018,708
213344,1,6429,1177
213345,5,5254,2761
213346,1,876,125
213347,1,689,281
213348,4,1108,250
213349,1,1389,266
213350,1,9188,1913
213351,1,2055,590
213352,1,2892,920
213353,1,3729,1155
213354,1,2158,368
213355,1,2794,485
213356,1,20720,2526
213357,2,5249,752
213358,1,2544,1120
213359,6,6125,1365
213360,1,1164,150
213361,5,518,139
213362,1,520,121
213363,1,411,178
213364,1,304,167
213365,1,1569,982
213366,1,3792,826
213367,1,6960,922
213368,2,2332,832
213369,1,715,129
213370,1,3460,1400
213371,1,1238,580
213372,1,2885,891
213373,1,2939,822
213374,6,21139,3288
213375,1,1077,333
213376,3,4127,1030
213377,1,5579,1218
213378,1,3507,1017
213379,1,7731,729
213380,1,2257,1292
213381,2,367,117
213382,1,712,198
213383,1,2213,710
213384,1,1436,650
213385,2,1756,563
213386,1,8420,1369
213387,1,1062,469
213388,1,1347,349
213389,1,1978,858
213390,1,2234,448
213391,1,348,138
213392,1,20616,1910
213393,1,881,180
213394,1,969,411
213395,5,1661,894
213396,1,1323,330
213397,1,1137,231
213398,1,2404,582
213399,1,1627,399
213400,1,9681,1200
213401,1,2362,363
213402,1,1557,645
213403,2,21388,2882
213404,2,4980,645
213405,1,1323,512
213406,1,1570,608
213407,5,6200,1568
213408,1,2290,383
213409,2,2440,587
213410,6,1968,708
213411,2,4032,728
213412,4,2444,843
213413,2,2103,597
213414,5,1763,324
213415,1,1872,348
213416,1,449,181
213417,1,2364,989
213418,1,1104,562
213419,1,445,111
213420,1,2959,414
213421,1,2820,916
213422,1,3840,957
213423,1,572,83
213424,1,6727,1115
213425,1,1838,938
213426,3,909,517
213427,5,1833,424
213428,1,3800,950
213429,1,1733,607
213430,1,2663,433
213431,1,4934,1121
213432,1,1573,1047
213433,1,3380,721
213434,1,5588,1295
213435,1,2050,664
213436,1,877,1038
213437,3,1815,516
213438,1,1583,562
213439,1,2029,441
213440,3,1861,347
213441,2,1059,247
213442,1,3335,1156
213443,1,1656,240
213444,1,2000,730
213445,1,9967,1449
213446,5,6816,1364
213447,1,1366,211
213448,1,7876,1082
213449,1,2819,934
213450,1,3213,1099
213451,1,6047,1841
213452,1,1271,532
213453,1,1488,424
213454,1,3169,1332
213455,1,3858,847
213456,1,2186,1245
213457,2,2135,457
213458,1,3490,960
213459,3,1009,310
213460,2,1330,356
213461,1,2084,570
213462,2,4439,956
213463,2,2574,541
213464,1,1512,407
213465,1,13514,2013
213466,1,2573,474
213467,1,1382,559
213468,2,2126,1054
213469,3,5823,1177
213470,2,6495,1448
213471,1,2298,971
213472,1,1367,542
213473,5,3328,1332
213474,1,1260,690
213475,1,1369,502
213476,2,70663,4052
213477,3,1373,393
213478,1,13,4
213479,3,3893,973
213480,1,8067,1619
213481,5,4883,570
213482,2,5829,2123
213483,1,1051,354
213484,1,5743,1236
213485,1,3036,713
213486,1,2475,856
213487,5,839,903
213488,1,2330,753
213489,1,426,242
213490,2,3180,754
213491,1,1723,609
213492,3,548,299
213493,1,2664,443
213494,1,2434,615
213495,1,1035,360
213496,4,9218,1897
213497,5,2892,1030
213498,2,2468,1487
213499,1,1474,318
213500,2,1009,743
213501,1,1352,459
213502,2,1650,322
213503,1,8814,1313
213504,5,2032,1133
213505,1,6218,1767
213506,1,2603,774
213507,1,2912,658
213508,1,1180,379
213509,2,3841,1965
213510,5,809,421
213511,1,1141,486
213512,1,1767,789
213513,1,61,16
213514,1,2822,551
213515,1,1238,539
213516,1,3112,931
213517,2,2088,692
213518,1,3345,845
213519,1,1726,619
213520,1,1208,204
213521,2,1826,647
213522,1,1054,125
213523,2,713,208
213524,1,2335,219
213525,2,495,273
213526,1,814,329
213527,1,617,546
213528,1,875,209
213529,1,290,66
213530,1,780,354
213531,5,1930,373
213532,6,1546,131
213533,1,1041,319
213534,1,1867,768
213535,1,1448,310
213536,1,1344,599
213537,1,838,500
213538,2,1798,430
213539,1,6126,2048
213540,1,1161,1025
213541,1,1255,216
213542,1,3937,744
213543,2,1299,289
213544,1,974,596
213545,1,549,176
213546,1,2918,1582
213547,1,3192,665
213548,1,1983,425
213549,1,2326,723
213550,1,8907,3029
213551,1,998,262
213552,1,1497,883
213553,1,16334,1885
213554,2,1167,264
213555,1,10026,903
213556,1,10156,693
213557,1,2206,332
213558,1,1152,274
213559,1,5983,1343
213560,2,2830,1400
213561,2,1516,404
213562,3,5833,1648
213563,1,616,233
213564,2,1987,648
213565,1,1139,260
213566,2,553,241
213567,2,2505,889
213568,2,2415,487
213569,2,1342,411
213570,1,1094,176
213571,1,4592,1094
213572,1,3699,1046
213573,1,1214,348
213574,1,5017,1041
213575,2,3095,921
213576,1,2592,643
213577,1,8377,1570
213578,1,3695,707
213579,1,1408,362
213580,1,4203,997
213581,1,3507,1067
213582,1,6133,1156
213583,1,2173,541
213584,2,10634,2461
213585,1,2559,724
213586,1,2956,600
213587,1,1105,416
213588,1,18889,2761
213589,1,1765,379
213590,1,4401,885
213591,1,3004,522
213592,1,378,247
213593,1,1247,299
213594,1,2041,663
213595,1,1832,479
213596,1,1667,85541
213597,1,599,257
213598,1,740,199
213599,1,22316,3294
213600,2,2160,1076
213601,1,1790,488
213602,1,4089,802
213603,1,1049,292
213604,1,1164,299
213605,5,1423,413
213606,1,19737,1796
213607,1,1411,293
213608,1,322,470
213609,1,1869,609
213610,1,1544,730
213611,1,2948,82824
213612,1,857,275
213613,1,1126,293
213614,1,5596,1839
213615,1,2484,1179
213616,5,762,622
213617,1,2144,720
213618,1,3023,838
213619,2,3099,820
213620,2,560,247
213621,6,2890,717
213622,3,1017,260
213623,5,4962,1366
213624,1,1906,291
213625,1,1818,493
213626,5,4212,2080
213627,2,3067,1003
213628,6,225,125
213629,1,1976,524
213630,1,3465,581
213631,2,1543,369
213632,1,1180,499
213633,1,11130,1356
213634,1,2565,1161
213635,1,0,86
213636,1,2097,284
213637,2,9516,1863
213638,1,3207,1076
213639,1,359,204
213640,2,1256,637
213641,1,4326,2520
213642,1,2694,1420
213643,1,8881,1350
213644,5,4604,1673
213645,1,391,109
213646,3,989,391
213647,1,31,755
213648,1,2395,628
213649,5,9812,2002
213650,2,2430,490
213651,1,1120,469
213652,3,6735,827
213653,6,2392,1754
213654,1,4707,2002
213655,1,15728,1802
213656,1,1975,1193
213657,1,1718,347
213658,1,1200,258
213659,3,702,359
213660,1,967,467
213661,1,1714,1099
213662,1,2651,622
213663,1,1390,1250
213664,1,1754,1364
213665,1,2253,590
213666,1,2300,365
213667,6,5196,948
213668,1,12623,2455
213669,2,1375,534
213670,1,4133,444
213671,1,2596,640
213672,1,15114,2347
213673,2,2698,1024
213674,1,3573,740
213675,1,669,541
213676,1,1665,391
213677,1,19328,1235
213678,1,6496,2637
213679,1,1847,446
213680,1,2419,619
213681,1,3784,592
213682,1,685,286
213683,1,499,320
213684,1,1216,1043
213685,1,10686,1522
213686,1,6118,1709
213687,4,510,260
213688,1,8850,966
213689,6,4312,1411
213690,1,2631,793
213691,2,1609,1377
213692,1,3028,639
213693,1,1192,411
213694,5,3284,1243
213695,1,1754,537
213696,1,1710,483
213697,6,4030,853
213698,1,3364,980
213699,1,2227,2341
213700,1,1273,414
213701,1,19917,2868
213702,1,1341,201
213703,4,1714,382
